loan_id,customer_id,loan_type,city,employment_type,loan_amount,interest_rate,tenure_years,monthly_emi,monthly_income,emi_to_income_ratio,credit_score,loan_status,disbursal_date,amount_recovered,disbursal_year,disbursal_quarter,credit_category,emi_burden_category,is_defaulted,ltv_approx
LOAN100156,CUST200156,Auto Loan,Hyderabad,Salaried,1249000,11.9,5,27720,42218,65.7,430,NPA,2023-10-12,739218,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN100157,CUST200157,Business Loan,Chennai,Business Owner,207000,15.59,3,7236,422200,1.7,707,Active,2022-05-02,0,2022,2022Q2,Good,Low Burden,0,80
LOAN100158,CUST200158,Home Loan,Pune,Salaried,3072000,8.5,10,38088,135811,28,733,Active,2022-07-24,0,2022,2022Q3,Good,Moderate Burden,0,80
LOAN100159,CUST200159,Personal Loan,Mumbai,Business Owner,181000,12.7,3,6072,69299,8.8,651,Defaulted,2023-01-14,20480,2023,2023Q1,Fair,Low Burden,1,80
LOAN100160,CUST200160,Auto Loan,Pune,Freelancer,202000,9.23,7,3274,196707,1.7,673,Active,2021-04-19,0,2021,2021Q2,Fair,Low Burden,0,80
LOAN100161,CUST200161,Education Loan,Delhi,Freelancer,1952000,9.18,5,40691,95685,42.5,600,Defaulted,2021-10-13,984675,2021,2021Q4,Poor,High Burden,1,80
LOAN100162,CUST200162,Personal Loan,Surat,Business Owner,111000,12.15,1,9870,39293,25.1,673,Active,2023-11-06,0,2023,2023Q4,Fair,Moderate Burden,0,80
LOAN100163,CUST200163,Home Loan,Jaipur,Salaried,1468000,7.8,20,12097,485629,2.5,792,Closed,2021-05-26,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN100164,CUST200164,Home Loan,Hyderabad,Salaried,4118000,7.74,15,38738,192509,20.1,884,Closed,2020-02-14,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN100165,CUST200165,Education Loan,Chennai,Self-Employed,1638000,8.13,5,33315,23360,142.6,495,Defaulted,2021-03-15,319482,2021,2021Q1,Very Poor,Critical Burden,1,80
LOAN100166,CUST200166,Auto Loan,Ahmedabad,Salaried,780000,8.98,3,24797,42439,58.4,569,Active,2023-01-18,0,2023,2023Q1,Very Poor,Critical Burden,0,80
LOAN100167,CUST200167,Auto Loan,Bangalore,Self-Employed,824000,9.29,5,17221,284280,6.1,785,Active,2023-04-11,0,2023,2023Q2,Excellent,Low Burden,0,80
LOAN100168,CUST200168,Home Loan,Surat,Business Owner,1615000,8.03,15,15462,73860,20.9,695,Active,2021-10-13,0,2021,2021Q4,Fair,Low Burden,0,80
LOAN100169,CUST200169,Home Loan,Kolkata,Salaried,3666000,9.4,20,33933,37633,90.2,328,Active,2021-03-24,0,2021,2021Q1,Very Poor,Critical Burden,0,80
LOAN100170,CUST200170,Education Loan,Pune,Salaried,101000,10.41,7,1698,21191,8,866,Active,2022-01-17,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN100171,CUST200171,Education Loan,Chennai,Freelancer,1213000,10.85,10,16606,100904,16.5,707,Closed,2020-12-25,0,2020,2020Q4,Good,Low Burden,0,80
LOAN100172,CUST200172,Personal Loan,Pune,Self-Employed,130000,17.64,1,11896,64096,18.6,813,Active,2022-10-13,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN100173,CUST200173,Home Loan,Mumbai,Salaried,1571000,7.84,20,12984,37733,34.4,739,Active,2020-08-09,0,2020,2020Q3,Good,Moderate Burden,0,80
LOAN100174,CUST200174,Education Loan,Mumbai,Business Owner,933000,9.14,15,9541,59180,16.1,691,Active,2020-03-09,0,2020,2020Q1,Fair,Low Burden,0,80
LOAN100175,CUST200175,Auto Loan,Surat,Self-Employed,539000,9.5,3,17266,384093,4.5,830,Active,2023-08-31,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN100176,CUST200176,Education Loan,Mumbai,Self-Employed,398000,9.66,5,8390,228775,3.7,796,Active,2022-10-02,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN100177,CUST200177,Auto Loan,Delhi,Business Owner,205000,10.4,3,6653,89832,7.4,850,Active,2022-09-28,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN100178,CUST200178,Business Loan,Kolkata,Self-Employed,1285000,12.79,7,23230,24525,94.7,343,Defaulted,2022-04-27,699681,2022,2022Q2,Very Poor,Critical Burden,1,80
LOAN100179,CUST200179,Home Loan,Hyderabad,Self-Employed,4284000,8.34,30,32456,43158,75.2,361,NPA,2020-12-08,1486427,2020,2020Q4,Very Poor,Critical Burden,1,80
LOAN100180,CUST200180,Personal Loan,Kolkata,Business Owner,69000,14.05,1,6197,220104,2.8,792,Active,2021-10-29,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN100181,CUST200181,Education Loan,Ahmedabad,Business Owner,1843000,9.26,5,38491,22964,167.6,588,NPA,2023-01-01,980771,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN100182,CUST200182,Auto Loan,Mumbai,Business Owner,698000,8.69,5,14385,56069,25.7,662,Closed,2021-07-04,0,2021,2021Q3,Fair,Moderate Burden,0,80
LOAN100183,CUST200183,Auto Loan,Hyderabad,Salaried,1263000,11.43,5,27732,169247,16.4,718,Closed,2023-05-23,0,2023,2023Q2,Good,Low Burden,0,80
LOAN100184,CUST200184,Education Loan,Hyderabad,Salaried,502000,10.46,15,5537,23179,23.9,694,Active,2021-02-15,0,2021,2021Q1,Fair,Low Burden,0,80
LOAN100185,CUST200185,Home Loan,Delhi,Business Owner,2554000,8.91,20,22831,41223,55.4,542,Defaulted,2020-11-30,746708,2020,2020Q4,Very Poor,Critical Burden,1,80
LOAN100186,CUST200186,Auto Loan,Hyderabad,Salaried,236000,11.86,3,7823,33554,23.3,771,Defaulted,2023-05-16,107629,2023,2023Q2,Excellent,Low Burden,1,80
LOAN100187,CUST200187,Auto Loan,Kolkata,Business Owner,991000,9.1,5,20620,356191,5.8,799,Active,2022-11-13,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN100188,CUST200188,Business Loan,Bangalore,Freelancer,1905000,11.95,7,33578,66245,50.7,376,Defaulted,2020-04-26,442277,2020,2020Q2,Very Poor,High Burden,1,80
LOAN100189,CUST200189,Home Loan,Kolkata,Self-Employed,3449000,8.02,20,28892,266709,10.8,882,Defaulted,2021-09-06,1024951,2021,2021Q3,Excellent,Low Burden,1,80
LOAN100190,CUST200190,Personal Loan,Chennai,Business Owner,182000,12.81,5,4123,90716,4.5,757,Closed,2021-11-09,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN100191,CUST200191,Business Loan,Hyderabad,Self-Employed,1023000,10.43,3,33216,184100,18,755,Active,2020-11-04,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN100192,CUST200192,Auto Loan,Jaipur,Self-Employed,732000,8.57,7,11618,21616,53.7,302,Defaulted,2020-12-11,157497,2020,2020Q4,Very Poor,High Burden,1,80
LOAN100193,CUST200193,Home Loan,Hyderabad,Self-Employed,1082000,8.77,25,8910,54924,16.2,654,Closed,2023-07-07,0,2023,2023Q3,Fair,Low Burden,0,80
LOAN100194,CUST200194,Auto Loan,Ahmedabad,Self-Employed,606000,8.67,3,19178,69113,27.7,737,NPA,2021-01-20,223977,2021,2021Q1,Good,Moderate Burden,1,80
LOAN100195,CUST200195,Home Loan,Mumbai,Salaried,1528000,7.92,15,14532,35843,40.5,652,Closed,2023-09-17,0,2023,2023Q3,Fair,High Burden,0,80
LOAN100196,CUST200196,Home Loan,Delhi,Freelancer,3604000,8.39,25,28754,130505,22,809,Active,2020-10-07,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN100197,CUST200197,Business Loan,Mumbai,Freelancer,2213000,14.67,3,76357,78925,96.7,320,Defaulted,2023-11-10,1329341,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN100198,CUST200198,Home Loan,Mumbai,Self-Employed,3522000,9.17,10,44940,110707,40.6,567,Active,2020-07-23,0,2020,2020Q3,Very Poor,High Burden,0,80
LOAN100199,CUST200199,Auto Loan,Pune,Business Owner,668000,8.38,7,10539,307258,3.4,894,Active,2020-07-09,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN100200,CUST200200,Personal Loan,Jaipur,Freelancer,101000,12.9,5,2293,32977,7,891,Closed,2020-07-31,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN100201,CUST200201,Business Loan,Mumbai,Business Owner,2100000,15.28,5,50268,346437,14.5,762,Active,2021-06-19,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN100202,CUST200202,Business Loan,Mumbai,Salaried,2349000,14.2,5,54901,303725,18.1,688,Closed,2023-02-17,0,2023,2023Q1,Fair,Low Burden,0,80
LOAN100203,CUST200203,Personal Loan,Jaipur,Freelancer,278000,17.09,5,6922,392995,1.8,859,Active,2022-07-29,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN100204,CUST200204,Home Loan,Pune,Freelancer,4355000,8.13,25,33989,179109,19,877,Active,2021-02-27,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN100205,CUST200205,Home Loan,Delhi,Business Owner,4175000,8.16,25,32667,159069,20.5,862,Active,2021-08-20,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN100206,CUST200206,Home Loan,Surat,Salaried,4536000,7.78,25,34351,77209,44.5,683,Active,2022-04-28,0,2022,2022Q2,Fair,High Burden,0,80
LOAN100207,CUST200207,Home Loan,Ahmedabad,Salaried,3975000,8.41,25,31767,62129,51.1,596,Active,2020-09-19,0,2020,2020Q3,Very Poor,High Burden,0,80
LOAN100208,CUST200208,Business Loan,Kolkata,Business Owner,1897000,14.57,7,36150,78544,46,535,Defaulted,2022-11-15,920060,2022,2022Q4,Very Poor,High Burden,1,80
LOAN100209,CUST200209,Auto Loan,Ahmedabad,Freelancer,1125000,10.5,7,18968,158010,12,831,Active,2021-12-22,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN100210,CUST200210,Business Loan,Hyderabad,Business Owner,1001000,14.02,10,15554,99312,15.7,687,Closed,2023-11-15,0,2023,2023Q4,Fair,Low Burden,0,80
LOAN100211,CUST200211,Business Loan,Pune,Freelancer,290000,14.45,10,4582,174117,2.6,827,Closed,2022-02-20,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN100212,CUST200212,Business Loan,Jaipur,Business Owner,351000,11.35,7,6075,68382,8.9,848,Closed,2021-01-31,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN100213,CUST200213,Personal Loan,Bangalore,Salaried,493000,12.22,1,43853,150078,29.2,769,Closed,2020-11-13,0,2020,2020Q4,Excellent,Moderate Burden,0,80
LOAN100214,CUST200214,Auto Loan,Hyderabad,Freelancer,976000,9.96,7,16183,35681,45.4,629,Defaulted,2023-01-17,0,2023,2023Q1,Poor,High Burden,1,80
LOAN100215,CUST200215,Personal Loan,Mumbai,Self-Employed,349000,12.53,3,11680,400682,2.9,711,Defaulted,2023-06-26,152700,2023,2023Q2,Good,Low Burden,1,80
LOAN100216,CUST200216,Auto Loan,Kolkata,Self-Employed,696000,9.13,3,22175,72113,30.8,732,Active,2020-07-15,0,2020,2020Q3,Good,Moderate Burden,0,80
LOAN100217,CUST200217,Business Loan,Mumbai,Self-Employed,221000,15.01,3,7662,422413,1.8,815,Closed,2020-05-27,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN100218,CUST200218,Education Loan,Kolkata,Salaried,1462000,9.67,5,30826,389065,7.9,730,Active,2023-10-10,0,2023,2023Q4,Good,Low Burden,0,80
LOAN100219,CUST200219,Home Loan,Jaipur,Salaried,3386000,7.63,30,23978,162305,14.8,845,Defaulted,2023-09-15,1048906,2023,2023Q3,Excellent,Low Burden,1,80
LOAN100220,CUST200220,Personal Loan,Delhi,Self-Employed,290000,16.58,2,14280,195844,7.3,895,Defaulted,2023-02-10,117287,2023,2023Q1,Excellent,Low Burden,1,80
LOAN100221,CUST200221,Home Loan,Hyderabad,Business Owner,523000,8.29,30,3944,48469,8.1,691,Active,2023-06-17,0,2023,2023Q2,Fair,Low Burden,0,80
LOAN100222,CUST200222,Home Loan,Delhi,Self-Employed,1316000,9.2,30,10779,229461,4.7,893,Active,2020-09-19,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN100223,CUST200223,Auto Loan,Pune,Freelancer,1005000,10.47,3,32651,31311,104.3,460,Defaulted,2021-03-29,0,2021,2021Q1,Very Poor,Critical Burden,1,80
LOAN100224,CUST200224,Personal Loan,Delhi,Salaried,356000,14.24,3,12209,64265,19,878,Active,2021-06-23,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN100225,CUST200225,Home Loan,Bangalore,Business Owner,4323000,9.13,10,55067,75759,72.7,487,Defaulted,2023-04-22,2551826,2023,2023Q2,Very Poor,Critical Burden,1,80
LOAN100226,CUST200226,Education Loan,Jaipur,Self-Employed,1052000,10.54,5,22632,46634,48.5,644,Closed,2023-09-12,0,2023,2023Q3,Poor,High Burden,0,80
LOAN100227,CUST200227,Auto Loan,Chennai,Business Owner,253000,8.94,5,5244,35829,14.6,816,Active,2023-12-12,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN100228,CUST200228,Business Loan,Kolkata,Salaried,1724000,10.47,5,37030,106748,34.7,774,Closed,2023-05-22,0,2023,2023Q2,Excellent,Moderate Burden,0,80
LOAN100229,CUST200229,Personal Loan,Ahmedabad,Self-Employed,248000,15.5,2,12084,34346,35.2,623,Defaulted,2023-04-24,90138,2023,2023Q2,Poor,Moderate Burden,1,80
LOAN100230,CUST200230,Home Loan,Bangalore,Freelancer,1597000,8.65,15,15867,21118,75.1,445,NPA,2023-05-27,349945,2023,2023Q2,Very Poor,Critical Burden,1,80
LOAN100231,CUST200231,Personal Loan,Hyderabad,Salaried,424000,16.74,2,20911,53707,38.9,596,Active,2020-08-10,0,2020,2020Q3,Very Poor,Moderate Burden,0,80
LOAN100232,CUST200232,Business Loan,Pune,Freelancer,2607000,13.6,10,39853,61257,65.1,576,NPA,2023-10-21,1546819,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN100233,CUST200233,Home Loan,Chennai,Salaried,3639000,7.96,25,27990,70462,39.7,565,Active,2021-04-21,0,2021,2021Q2,Very Poor,Moderate Burden,0,80
LOAN100234,CUST200234,Business Loan,Chennai,Business Owner,2655000,13.14,10,39862,441286,9,742,Active,2022-05-22,0,2022,2022Q2,Good,Low Burden,0,80
LOAN100235,CUST200235,Business Loan,Delhi,Freelancer,1386000,13.31,7,25448,147091,17.3,797,Active,2023-12-15,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN100236,CUST200236,Personal Loan,Chennai,Salaried,251000,14.56,2,12118,33691,36,537,Defaulted,2020-06-29,107964,2020,2020Q2,Very Poor,Moderate Burden,1,80
LOAN100237,CUST200237,Personal Loan,Hyderabad,Business Owner,217000,17.51,1,19844,252581,7.9,762,Active,2023-09-07,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN100238,CUST200238,Home Loan,Kolkata,Self-Employed,4028000,8.53,30,31058,199618,15.6,821,Active,2023-04-15,0,2023,2023Q2,Excellent,Low Burden,0,80
LOAN100239,CUST200239,Home Loan,Bangalore,Business Owner,3816000,9.34,10,49044,488917,10,888,Active,2020-01-10,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN100240,CUST200240,Education Loan,Jaipur,Business Owner,1062000,9.54,5,22325,332831,6.7,794,Active,2021-05-13,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN100241,CUST200241,Education Loan,Pune,Freelancer,1803000,10.37,5,38637,34024,113.6,434,Active,2020-07-09,0,2020,2020Q3,Very Poor,Critical Burden,0,80
LOAN100242,CUST200242,Home Loan,Surat,Self-Employed,2995000,8.45,15,29405,76397,38.5,567,Active,2021-02-19,0,2021,2021Q1,Very Poor,Moderate Burden,0,80
LOAN100243,CUST200243,Auto Loan,Jaipur,Business Owner,403000,11.82,3,13351,181761,7.3,776,Closed,2023-03-22,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN100244,CUST200244,Personal Loan,Mumbai,Freelancer,493000,16.25,3,17393,41303,42.1,617,Closed,2023-12-01,0,2023,2023Q4,Poor,High Burden,0,80
LOAN100245,CUST200245,Home Loan,Pune,Business Owner,3533000,8.66,25,28831,309777,9.3,758,Active,2023-12-06,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN100246,CUST200246,Education Loan,Kolkata,Freelancer,631000,10.44,7,10619,62214,17.1,771,Closed,2020-12-27,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN100247,CUST200247,Business Loan,Kolkata,Business Owner,2218000,14.14,10,34625,388959,8.9,840,Active,2022-01-09,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN100248,CUST200248,Business Loan,Jaipur,Freelancer,2809000,13.63,7,52068,144613,36,590,Active,2022-11-11,0,2022,2022Q4,Very Poor,Moderate Burden,0,80
LOAN100249,CUST200249,Home Loan,Chennai,Business Owner,2215000,8.43,20,19124,28436,67.3,382,Defaulted,2023-08-30,603400,2023,2023Q3,Very Poor,Critical Burden,1,80
LOAN100250,CUST200250,Business Loan,Bangalore,Self-Employed,2005000,13.13,7,36617,46693,78.4,428,NPA,2020-06-12,973194,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN100252,CUST200252,Business Loan,Kolkata,Freelancer,2548000,12.8,3,85607,77394,110.6,533,Defaulted,2023-03-01,1145882,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN100253,CUST200253,Auto Loan,Jaipur,Freelancer,1382000,9.77,5,29207,177846,16.4,723,Active,2020-01-18,0,2020,2020Q1,Good,Low Burden,0,80
LOAN100254,CUST200254,Auto Loan,Ahmedabad,Salaried,212000,11.19,5,4630,414481,1.1,862,Active,2021-06-22,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN100255,CUST200255,Personal Loan,Mumbai,Business Owner,282000,16.2,3,9942,156427,6.4,829,Active,2021-01-19,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN100256,CUST200256,Personal Loan,Mumbai,Freelancer,72000,11.72,1,6388,139230,4.6,851,Closed,2022-01-30,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN100257,CUST200257,Auto Loan,Mumbai,Self-Employed,304000,8.29,3,9567,72690,13.2,748,Closed,2022-06-26,0,2022,2022Q2,Good,Low Burden,0,80
LOAN100258,CUST200258,Personal Loan,Hyderabad,Salaried,257000,17.87,1,23546,26461,89,429,Defaulted,2022-01-08,67937,2022,2022Q1,Very Poor,Critical Burden,1,80
LOAN100259,CUST200259,Home Loan,Jaipur,Self-Employed,1562000,8.15,25,12211,41680,29.3,745,Closed,2021-05-24,0,2021,2021Q2,Good,Moderate Burden,0,80
LOAN100260,CUST200260,Home Loan,Ahmedabad,Salaried,3587000,9.36,20,33108,95099,34.8,856,Closed,2021-01-30,0,2021,2021Q1,Excellent,Moderate Burden,0,80
LOAN100261,CUST200261,Auto Loan,Delhi,Self-Employed,1142000,9.75,5,24124,121720,19.8,872,Closed,2023-02-09,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN100262,CUST200262,Business Loan,Jaipur,Freelancer,634000,13.04,7,11547,75317,15.3,732,Defaulted,2023-09-10,0,2023,2023Q3,Good,Low Burden,1,80
LOAN100263,CUST200263,Business Loan,Kolkata,Freelancer,632000,10.4,7,10623,260624,4.1,699,Active,2023-03-15,0,2023,2023Q1,Fair,Low Burden,0,80
LOAN100264,CUST200264,Business Loan,Mumbai,Business Owner,2164000,15.53,7,42404,33115,128.1,484,Defaulted,2022-05-01,1333098,2022,2022Q2,Very Poor,Critical Burden,1,80
LOAN100265,CUST200265,Business Loan,Surat,Freelancer,944000,13.12,3,31862,49241,64.7,591,Defaulted,2023-02-17,187284,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN100266,CUST200266,Auto Loan,Ahmedabad,Business Owner,1077000,8.67,7,17148,199812,8.6,881,Active,2021-10-26,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN100267,CUST200267,Education Loan,Chennai,Salaried,1670000,10.3,10,22348,25082,89.1,445,Defaulted,2021-09-10,642424,2021,2021Q3,Very Poor,Critical Burden,1,80
LOAN100268,CUST200268,Personal Loan,Hyderabad,Self-Employed,147000,16.75,3,5223,98566,5.3,689,Active,2022-01-21,0,2022,2022Q1,Fair,Low Burden,0,80
LOAN100269,CUST200269,Auto Loan,Mumbai,Freelancer,1254000,8.87,3,39801,29651,134.2,453,Defaulted,2023-03-26,0,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN100270,CUST200270,Auto Loan,Pune,Self-Employed,652000,11.48,5,14333,173290,8.3,784,Active,2023-01-10,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN100271,CUST200271,Business Loan,Kolkata,Salaried,2154000,13.57,5,49641,48883,101.6,472,Active,2023-03-16,0,2023,2023Q1,Very Poor,Critical Burden,0,80
LOAN100272,CUST200272,Education Loan,Surat,Business Owner,599000,8.4,15,5864,66090,8.9,712,Active,2022-05-30,0,2022,2022Q2,Good,Low Burden,0,80
LOAN100273,CUST200273,Home Loan,Hyderabad,Self-Employed,1006000,8.35,25,7999,497048,1.6,809,Active,2020-04-01,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN100274,CUST200274,Auto Loan,Hyderabad,Business Owner,403000,8.22,7,6326,37375,16.9,728,Active,2020-02-16,0,2020,2020Q1,Good,Low Burden,0,80
LOAN100275,CUST200275,Business Loan,Mumbai,Business Owner,793000,14.01,7,14865,27532,54,445,Active,2023-11-27,0,2023,2023Q4,Very Poor,High Burden,0,80
LOAN100276,CUST200276,Education Loan,Kolkata,Freelancer,1344000,10.74,5,29048,315957,9.2,780,NPA,2021-10-08,208027,2021,2021Q4,Excellent,Low Burden,1,80
LOAN100277,CUST200277,Home Loan,Mumbai,Business Owner,1339000,9.43,30,11191,169327,6.6,740,Active,2021-04-28,0,2021,2021Q2,Good,Low Burden,0,80
LOAN100278,CUST200278,Auto Loan,Surat,Freelancer,1342000,8.9,3,42613,69196,61.6,513,Active,2020-11-08,0,2020,2020Q4,Very Poor,Critical Burden,0,80
LOAN100279,CUST200279,Auto Loan,Kolkata,Salaried,784000,10.17,3,25360,68205,37.2,667,Defaulted,2021-10-12,473859,2021,2021Q4,Fair,Moderate Burden,1,80
LOAN100280,CUST200280,Business Loan,Surat,Salaried,2856000,11.91,3,94737,116402,81.4,377,NPA,2021-01-13,453317,2021,2021Q1,Very Poor,Critical Burden,1,80
LOAN100281,CUST200281,Business Loan,Bangalore,Self-Employed,947000,14.68,5,22370,73846,30.3,868,Active,2022-08-28,0,2022,2022Q3,Excellent,Moderate Burden,0,80
LOAN100282,CUST200282,Personal Loan,Jaipur,Business Owner,152000,11.11,5,3313,478131,0.7,871,Active,2023-11-09,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN100283,CUST200283,Personal Loan,Hyderabad,Salaried,242000,16.77,1,22045,31439,70.1,566,Active,2022-07-24,0,2022,2022Q3,Very Poor,Critical Burden,0,80
LOAN100284,CUST200284,Business Loan,Jaipur,Self-Employed,1706000,11.75,3,56460,338404,16.7,725,Active,2020-04-21,0,2020,2020Q2,Good,Low Burden,0,80
LOAN100285,CUST200285,Education Loan,Bangalore,Business Owner,272000,9.64,5,5731,40996,14,875,Active,2021-05-27,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN100286,CUST200286,Home Loan,Bangalore,Self-Employed,910000,8.77,25,7494,46396,16.2,883,Active,2023-09-12,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN100287,CUST200287,Personal Loan,Surat,Salaried,130000,13.17,1,11622,104342,11.1,653,Active,2022-10-18,0,2022,2022Q4,Fair,Low Burden,0,80
LOAN100288,CUST200288,Education Loan,Bangalore,Salaried,552000,8.02,15,5282,65145,8.1,687,Active,2021-12-15,0,2021,2021Q4,Fair,Low Burden,0,80
LOAN100289,CUST200289,Home Loan,Chennai,Salaried,3501000,8.1,30,25934,64444,40.2,616,NPA,2020-03-14,1043661,2020,2020Q1,Poor,High Burden,1,80
LOAN100290,CUST200290,Auto Loan,Surat,Salaried,679000,11.37,5,14889,74376,20,828,Active,2020-04-29,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN100291,CUST200291,Business Loan,Surat,Freelancer,2964000,12.56,10,43490,50386,86.3,588,Defaulted,2022-10-16,1485117,2022,2022Q4,Very Poor,Critical Burden,1,80
LOAN100292,CUST200292,Personal Loan,Chennai,Business Owner,369000,11.17,2,17227,79959,21.5,652,Active,2023-11-14,0,2023,2023Q4,Fair,Low Burden,0,80
LOAN100293,CUST200293,Home Loan,Bangalore,Salaried,1885000,8.6,30,14628,179845,8.1,886,Closed,2022-08-29,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN100294,CUST200294,Education Loan,Pune,Business Owner,395000,10.35,15,4330,115921,3.7,792,Active,2021-03-02,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN100295,CUST200295,Home Loan,Chennai,Salaried,4863000,9.18,20,44318,94021,47.1,680,Closed,2023-12-24,0,2023,2023Q4,Fair,High Burden,0,80
LOAN100296,CUST200296,Education Loan,Hyderabad,Self-Employed,265000,9.58,7,4342,27484,15.8,854,Active,2022-10-21,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN100297,CUST200297,Auto Loan,Chennai,Salaried,1401000,9.31,7,22762,39645,57.4,535,Defaulted,2020-08-25,806480,2020,2020Q3,Very Poor,Critical Burden,1,80
LOAN100298,CUST200298,Home Loan,Kolkata,Business Owner,3592000,9.24,30,29524,40899,72.2,464,Active,2021-08-09,0,2021,2021Q3,Very Poor,Critical Burden,0,80
LOAN100299,CUST200299,Auto Loan,Chennai,Salaried,1205000,9.09,7,19442,48263,40.3,680,NPA,2020-12-16,500973,2020,2020Q4,Fair,High Burden,1,80
LOAN100300,CUST200300,Business Loan,Kolkata,Self-Employed,2698000,12.3,10,39178,467383,8.4,807,Active,2021-11-11,0,2021,2021Q4,Excellent,Low Burden,0,80
